Timestamp,Emotion,Confidence,FingerCount
01:03:19,No Face,0,-
01:03:19,No Face,0,-
01:03:19,No Face,0,-
01:03:19,No Face,0,-
01:03:20,No Face,0,-
01:03:20,No Face,0,-
01:03:20,No Face,0,-
01:03:20,No Face,0,-
01:03:21,No Face,0,-
01:03:21,No Face,0,-
01:03:21,No Face,0,-
01:03:21,No Face,0,-
01:03:21,No Face,0,-
01:03:21,No Face,0,-
01:03:21,No Face,0,-
01:03:21,No Face,0,-
01:03:21,No Face,0,-
01:03:21,No Face,0,-
01:03:21,No Face,0,-
01:03:22,No Face,0,-
01:03:22,No Face,0,-
01:03:22,No Face,0,-
01:03:22,No Face,0,-
01:03:22,No Face,0,-
01:03:22,No Face,0,-
01:03:22,No Face,0,-
01:03:22,No Face,0,-
01:03:22,No Face,0,-
01:03:22,No Face,0,-
01:03:22,No Face,0,-
01:03:23,No Face,0,-
01:03:23,No Face,0,-
01:03:23,No Face,0,-
01:03:23,No Face,0,-
01:03:23,No Face,0,-
01:03:23,No Face,0,-
01:03:23,No Face,0,-
01:03:23,No Face,0,-
01:03:23,No Face,0,-
01:03:23,No Face,0,-
01:03:23,No Face,0,-
01:03:23,No Face,0,-
01:03:24,No Face,0,-
01:03:24,No Face,0,-
01:03:24,No Face,0,-
01:03:24,No Face,0,-
01:03:24,No Face,0,-
01:03:24,No Face,0,-
01:03:24,No Face,0,-
01:03:24,No Face,0,-
01:03:24,No Face,0,-
01:03:24,No Face,0,-
01:03:24,No Face,0,-
01:03:24,No Face,0,-
01:03:25,No Face,0,-
01:03:25,No Face,0,-
01:03:26,No Face,0,-
01:03:26,No Face,0,-
01:03:28,No Face,0,-
01:03:28,No Face,0,-
01:03:28,No Face,0,-
01:03:34,No Face,0,-
01:03:34,No Face,0,-
01:03:34,No Face,0,-
01:03:34,No Face,0,-
01:03:34,No Face,0,-
01:03:34,No Face,0,-
01:03:35,No Face,0,-
01:03:35,No Face,0,-
01:03:39,No Face,0,-
01:03:41,No Face,0,-
01:03:41,No Face,0,-
01:03:41,No Face,0,-
01:03:41,No Face,0,-
01:03:53,No Face,0,-
01:03:53,No Face,0,-
01:03:53,No Face,0,-
01:03:56,No Face,0,-
01:04:00,No Face,0,-
01:04:06,No Face,0,-
01:04:07,No Face,0,-
01:04:07,No Face,0,-
01:04:07,No Face,0,-
01:10:19,Happy,0.78
01:10:20,Happy,0.79
01:10:23,Happy,0.81
01:10:24,Happy,0.83
01:10:26,Happy,0.83
01:10:28,Happy,0.83
01:10:29,Happy,0.83
01:10:30,Happy,0.81
01:10:31,Happy,0.81
01:10:32,Happy,0.81
01:10:34,Happy,0.81
01:10:35,Happy,0.81
01:10:36,Happy,0.81
01:10:39,Happy,0.8
01:10:40,Happy,0.79
01:10:42,Happy,0.8
01:10:44,Happy,0.8
01:10:46,Happy,0.8
01:10:48,Happy,0.8
01:10:56,Happy,0.8
01:11:04,Happy,0.8
01:11:09,Happy,0.8
01:11:19,Happy,0.79
01:12:17,Happy,0.78
01:12:33,Happy,0.78
01:12:54,Happy,0.78
01:12:57,Happy,0.78
01:12:58,Happy,0.79
01:12:59,Happy,0.77
01:13:00,Happy,0.76
01:13:02,Happy,0.73
01:13:03,Happy,0.73
01:13:04,Happy,0.73
01:13:08,Happy,0.73
01:13:10,Happy,0.73
01:13:11,Happy,0.73
01:13:12,Happy,0.73
01:13:14,Happy,0.73
01:13:15,Happy,0.72
01:13:16,Happy,0.72
01:13:17,Neutral,0.73
01:13:19,Neutral,0.75
01:13:21,Neutral,0.75
01:13:22,Neutral,0.76
01:13:24,Neutral,0.76
01:13:25,Neutral,0.74
01:13:26,Neutral,0.75
01:13:27,Neutral,0.74
01:13:28,Neutral,0.74
01:13:29,Neutral,0.73
01:13:30,Neutral,0.73
01:13:31,Happy,0.73
01:13:32,Happy,0.73
01:13:34,Happy,0.73
01:13:35,Neutral,0.73
01:13:36,Neutral,0.73
01:13:39,Neutral,0.73
01:13:40,Neutral,0.72
01:13:42,Neutral,0.72
01:13:44,Neutral,0.72
01:13:45,Neutral,0.72
01:13:46,Neutral,0.72
01:13:47,Neutral,0.72
01:13:48,Neutral,0.73
01:13:50,Neutral,0.73
01:13:51,Neutral,0.73
01:13:52,Neutral,0.73
01:13:53,Neutral,0.73
01:13:54,Neutral,0.73
01:13:56,Neutral,0.74
01:13:57,Neutral,0.74
01:13:58,Neutral,0.73
01:13:59,Neutral,0.73
01:14:00,Neutral,0.73
